Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,tariff (product.metafields.custom.tariff),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
abconvert-3,,,,,,,,,LG brown,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H0694298c16a64de4843e0677f1a83de3D_3d6a85b2-7508-449f-9ab5-fbe7ff59c4ad.jpg?v=1710923729,10,"",,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,LG green,,,45to47inch,,,small,,51831964-lg-green-45to47inch,1000.0,shopify,deny,dropshipman,238.90,,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H57b15c7a209b484196a46f0456292f66x_e518327e-b3f6-45db-8221-46665aa43f93.jpg?v=1710923729,11,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Hea98b1fc244f43628b45d040cf692746K_85cf0a7e-a7b1-4993-81d3-c8edc6b9613a.jpg?v=1710923729,kg,,119.45,
abconvert-3,,,,,,,,,LG green,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Hd865362bd41c49c4925afaae38824232s_1b241616-8b16-48da-a42d-1828d5db27c4.jpg?v=1710923729,12,"",,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,GM black,,,45to47inch,,,small,,51831964-gm-black-45to47inch,0.0,shopify,deny,dropshipman,238.90,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H2b3a91b5669b4adb8d958ef96adeb2dey_cadb7db8-8772-4e0a-a7c7-6eadd31966d0.jpg?v=1710923729,13,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H0694298c16a64de4843e0677f1a83de3D_3d6a85b2-7508-449f-9ab5-fbe7ff59c4ad.jpg?v=1710923729,kg,,119.45,
abconvert-3,,,,,,,,,GM black,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H41f1c5bccde14c78a9e2d596c1358f79g_7e3d170c-d5b9-47ea-8846-dc2f1a51aa51.jpg?v=1710923729,14,"",,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,GM blue,,,45to47inch,,,small,,51831964-gm-blue-45to47inch,0.0,shopify,deny,dropshipman,238.90,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H0f9a2bfa938d4c10a663c510b39fe7d8P_b0bca63e-8931-4efc-962a-fcc96cdc1947.jpg?v=1710923729,15,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H57b15c7a209b484196a46f0456292f66x_e518327e-b3f6-45db-8221-46665aa43f93.jpg?v=1710923729,kg,,119.45,
abconvert-3,,,,,,,,,GM blue,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Marble_Black_01_7f0e4d8c-3e7c-4ec8-bcc3-b683ace529f6.jpg?v=1710923729,16,"",,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,GM green,,,45to47inch,,,small,,51831964-gm-green-45to47inch,0.0,shopify,deny,dropshipman,238.90,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/iPad_11__10.9__02_b9343dbf-40c8-4e94-adbc-5688944532e6.png?v=1710923729,17,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Hd865362bd41c49c4925afaae38824232s_1b241616-8b16-48da-a42d-1828d5db27c4.jpg?v=1710923729,kg,,119.45,
abconvert-3,,,,,,,,,GM green,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Screenshot2023-05-19at10.57.22_9b92c570-4a9f-4392-9fe9-cfc1e9daf96a.png?v=1710923729,18,"",,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,PLM green,,,45to47inch,,,small,,51831964-plm-green-45to47inch,0.0,shopify,deny,dropshipman,238.90,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H2b3a91b5669b4adb8d958ef96adeb2dey_cadb7db8-8772-4e0a-a7c7-6eadd31966d0.jpg?v=1710923729,kg,,119.45,
abconvert-3,,,,,,,,,PLM green,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,PLM Khaki,,,45to47inch,,,small,,51831964-plm-khaki-45to47inch,0.0,shopify,deny,dropshipman,238.90,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H41f1c5bccde14c78a9e2d596c1358f79g_7e3d170c-d5b9-47ea-8846-dc2f1a51aa51.jpg?v=1710923729,kg,,119.45,
abconvert-3,,,,,,,,,PLM Khaki,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,PLM black,,,45to47inch,,,small,,51831964-plm-black-45to47inch,0.0,shopify,deny,dropshipman,238.90,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H0f9a2bfa938d4c10a663c510b39fe7d8P_b0bca63e-8931-4efc-962a-fcc96cdc1947.jpg?v=1710923729,kg,,119.45,
abconvert-3,,,,,,,,,PLM black,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,KK Metal alloy black,,,45to47inch,,,small,,51831964-kk-metal-alloy-black-45to47inch,0.0,shopify,deny,dropshipman,250.68,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/H3624bbd935774c21ad2fa5bc37e873b9j_f06c7520-95d0-4247-87b0-250d78087199.jpg?v=1710923729,kg,,125.34,
abconvert-3,,,,,,,,,KK Metal alloy black,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,KK Metal alloy green,,,45to47inch,,,small,,51831964-kk-metal-alloy-green-45to47inch,0.0,shopify,deny,dropshipman,250.68,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/He5a056c675644c2c956565c9f2cb1ec3m_41ae4cfd-e409-4c60-9096-8ee7942de5d1.jpg?v=1710923729,kg,,125.34,
abconvert-3,,,,,,,,,KK Metal alloy green,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,KK Metal alloy Khaki,,,45to47inch,,,small,,51831964-kk-metal-alloy-khaki-45to47inch,0.0,shopify,deny,dropshipman,250.68,,true,true,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Hc79bcc67eed84434a96cd50e402fd9efM_802d9079-30c0-46ae-b284-b15cdf9c72ce.jpg?v=1710923729,kg,,125.34,
abconvert-3,,,,,,,,,KK Metal alloy Khaki,,,45to47inch,,,big,,'123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test1,,,45to47inch,,,small,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test1,,,45to47inch,,,big,,'12345,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test2,,,45to47inch,,,small,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test2,,,45to47inch,,,big,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test3,,,45to47inch,,,small,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test3,,,45to47inch,,,big,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test4,,,45to47inch,,,small,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test4,,,45to47inch,,,big,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test5,,,45to47inch,,,small,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test5,,,45to47inch,,,big,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test6,,,45to47inch,,,small,,'1233414,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test6,,,45to47inch,,,big,,'2141241241,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test7,,,45to47inch,,,small,,'12414124,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test7,,,45to47inch,,,big,,'124141241241,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test8,,,45to47inch,,,small,,'12313123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test8,,,45to47inch,,,big,,'1342,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test9,,,45to47inch,,,small,,'23423423,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-3,,,,,,,,,test9,,,45to47inch,,,big,,'2342342342,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
formiga-limited-edition-canvas-espadrille-wedges,Formiga Limited Edition Canvas Espadrille Wedges,"<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-sheets-textstyleruns='{""1"":0,""2"":{""5"":1}}{""1"":59}' data-sheets-userformat='{""2"":771,""3"":{""1"":0},""4"":{""1"":2,""2"":16043212},""11"":4,""12"":0}' data-sheets-value='{""1"":2,""2"":""Formiga: limited edition low wedge ankle strap espadrilles\nOur stunning low wedge ankle strap espadrilles are always popular, especially in our limited edition colors. With their rounded closed toe, these canvas espadrilles are some of our most comfortable wedges. Comfortable enough for everyday use, these shoes also have an easy sophistication which will add elegance to all your looks. Every pair has been handcrafted in Spain. Naturally.  \n\n""}'><strong>Formiga: limited edition low wedge ankle strap espadrilles</strong></span></p>
<p><span data-sheets-textstyleruns='{""1"":0,""2"":{""5"":1}}{""1"":59}' data-sheets-userformat='{""2"":771,""3"":{""1"":0},""4"":{""1"":2,""2"":16043212},""11"":4,""12"":0}' data-sheets-value='{""1"":2,""2"":""Formiga: limited edition low wedge ankle strap espadrilles\nOur stunning low wedge ankle strap espadrilles are always popular, especially in our limited edition colors. With their rounded closed toe, these canvas espadrilles are some of our most comfortable wedges. Comfortable enough for everyday use, these shoes also have an easy sophistication which will add elegance to all your looks. Every pair has been handcrafted in Spain. Naturally.  \n\n""}'>Our stunning low wedge ankle strap espadrilles are always popular, particularly in our limited edition colors. With their rounded closed toe, these canvas espadrilles are some of our most comfortable wedges. Comfortable enough for everyday use, these shoes also have an easy sophistication that will add elegance to all your looks. Every pair has been handcrafted in Spain. Naturally.</span><br></p>",Jeffrey Shop,,"","Blue, Canvas, Cherry, Closed_Toe, Comfort, EOL24, Lavander, Leopard, Limited-Edition, Majolica, Multicolor, N_Closed_Toe, N_Tying_Type_Ankle_Strap, N_W_New_Arrivals, N_Women, Party, Pink, Recycled, Red, Rounded-Toe, Rounded_Toe, Sky Blue, spo, spo-default, spo-disabled, spo-notify-me-disabled, Tax, Tying_Type_Ankle_Strap, W_Best_Sellers, W_black_white, W_Wedges, W_Wedges_Low, White, Women",true,Limited Edition,Sky Blue,,Size,5,,,,,FormigaCanvasSkyBlue35,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292104,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Sky-Blue-Canvas-Formiga-0.jpg?v=1709474902,1,Formiga Limited Edition Canvas Espadrille Wedges,false,,,,,,,,,,,,,,,,,,lb,,,active
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Sky Blue,,,5.5-6,,,,,FormigaCanvasSkyBlue36,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292111,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Sky-Blue-Canvas-Formiga-2.jpg?v=1709474902,2,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Sky Blue,,,6.5,,,,,FormigaCanvasSkyBlue37,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292128,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Sky-Blue-Canvas-Formiga-5.jpg?v=1709474902,3,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Sky Blue,,,7,,,,,FormigaCanvasSkyBlue38,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292135,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Sky-Blue-Canvas-Formiga-3.jpg?v=1709474902,4,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Sky Blue,,,8,,,,,FormigaCanvasSkyBlue39,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292142,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Canvas-SkyBlue-Formiga-Legs-8_a47adcd0-f9da-4461-b581-4337adab2a41.jpg?v=1709474902,5,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Sky Blue,,,9,,,,,FormigaCanvasSkyBlue40,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292159,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Cherry-Canvas-Formiga-0.jpg?v=1709474902,6,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Sky Blue,,,10,,,,,FormigaCanvasSkyBlue41,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292166,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Cherry-Canvas-Formiga-1.jpg?v=1709474902,7,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Sky Blue,,,11,,,,,FormigaCanvasSkyBlue42,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292173,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Cherry-Canvas-Formiga-5.jpg?v=1709474902,8,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,5,,,,,FormigaCanvasCherry35,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514819,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Cherry-Canvas-Formiga-4.jpg?v=1709474902,9,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,5.5-6,,,,,FormigaCanvasCherry36,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514826,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Cherry-Canvas-Formiga-Legs-8.jpg?v=1709474902,10,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,6.5,,,,,FormigaCanvasCherry37,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514833,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Cherry-Canvas-Formiga-Legs-9.jpg?v=1709474902,11,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,7,,,,,FormigaCanvasCherry38,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514840,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Pink-Canvas-Formiga-0.jpg?v=1709474902,12,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,8,,,,,FormigaCanvasCherry39,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514857,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Pink-Canvas-Formiga-2.jpg?v=1709474902,13,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,9,,,,,FormigaCanvasCherry40,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514864,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Pink-Canvas-Formiga-3.jpg?v=1709474902,14,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,10,,,,,FormigaCanvasCherry41,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514871,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Pink-Canvas-Formiga-5.jpg?v=1709474902,15,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Cherry,,,11,,,,,FormigaCanvasCherry42,905.37037052,shopify,deny,manual,139.95,,true,false,'810038514888,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Canvas-Pink-Formiga-Legs-8_537823d7-212d-489e-8a9a-bc3e6da36a1a.jpg?v=1709474902,16,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,5,,,,,FormigaCanvasPink35,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292029,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Canvas-Pink-Formiga-Legs-9_d6790f14-13d2-425a-848d-004f0893c606.jpg?v=1709474902,17,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,5.5-6,,,,,FormigaCanvasPink36,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292036,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Majolica-Canvas-Formiga-0.jpg?v=1709474902,18,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,6.5,,,,,FormigaCanvasPink37,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292043,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Majolica-Canvas-Formiga-1.jpg?v=1709474902,19,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,7,,,,,FormigaCanvasPink38,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292050,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Majolica-Canvas-Formiga-2.jpg?v=1709474902,20,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,8,,,,,FormigaCanvasPink39,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292067,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Woman-Low-Wedges-Majolica-Canvas-Formiga-3.jpg?v=1709474902,21,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,9,,,,,FormigaCanvasPink40,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292074,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Vichy-Canvas-Formiga-Legs-8.jpg?v=1709474902,22,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,10,,,,,FormigaCanvasPink41,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292081,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Vichy-Canvas-Formiga-Legs-9.jpg?v=1709474902,23,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Pink,,,11,,,,,FormigaCanvasPink42,907.003303052,shopify,deny,manual,139.95,,true,false,'810092292098,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Canvas-SkyBlue-Formiga-Legs-9_de197273-3298-400a-b060-b1e5b69b0cc2.jpg?v=1709474902,24,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Leopard,,,5,,,,,FormigaCanvasLeopard35,905.37037052,shopify,deny,manual,83.95,139.95,true,false,'810038514895,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Leopard-Canvas-Formiga-0_a04e0925-81e9-42fd-b05e-1694b6c04ad1.jpg?v=1709474902,25,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Leopard,,,5.5-6,,,,,FormigaCanvasLeopard36,905.37037052,shopify,deny,manual,83.95,139.95,true,false,'810038514901,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Leopard-Canvas-Formiga-3_09716459-4450-414c-a611-0a3b1c3adf0e.jpg?v=1709474902,26,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Leopard,,,6.5,,,,,FormigaCanvasLeopard37,905.37037052,shopify,deny,manual,83.95,139.95,true,false,'810038514918,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Leopard-Canvas-Formiga-2_85a552bf-a056-46ae-92ed-7bd346f9c9b9.jpg?v=1709474902,27,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Leopard,,,7,,,,,FormigaCanvasLeopard38,905.37037052,shopify,deny,manual,83.95,139.95,true,false,'810038514925,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-LowWedges-Women-Leopard-Canvas-Formiga-5_70f9527e-5f34-47a8-b718-f65f54179ea5.jpg?v=1709474902,28,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Leopard,,,8,,,,,FormigaCanvasLeopard39,905.37037052,shopify,deny,manual,83.95,139.95,true,false,'810038514932,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Wedges-Womens-Leopard-Canvas-Formiga-Legs_67fc5550-03d2-4582-9550-e1814b834a42.jpg?v=1709474902,29,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
formiga-limited-edition-canvas-espadrille-wedges,,,,,,,,,Leopard,,,9,,,,,FormigaCanvasLeopard40,905.37037052,shopify,deny,manual,83.95,139.95,true,false,'810038514949,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Espadrilles-Low-Wedges-Women-Lavanda-Canvas-Formiga-0.jpg?v=1709474902,30,Formiga Limited Edition Canvas Espadrille Wedges,,,,,,,,,,,,,,,,,,,lb,,,
